operator,implementation,size,sim_seconds,sim_ticks,cycles,instructions,operations,ipc,l1i_hits,l1i_misses,l1d_hits,l1d_misses,l1d_accesses,l1d_miss_rate,l2_hits,l2_misses
gemm,scalar,32,0.001106000,1106059000.000000000,1106059.000000000,765273.000000000,765320.000000000,0.691891662,800817.000000000,615.000000000,230843.000000000,558.000000000,231401.000000000,0.002411398,921.000000000,1120.000000000
